Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG,
6.038e-06,0.150234,0.00704687
6.039e-06,0.150234,0.0052875
6.040e-06,0.150234,0.00192812
6.041e-06,0.150234,0.00400937
6.042e-06,0.154219,0.00400937
6.043e-06,0.150234,0.00912812
6.044e-06,0.154219,0.00720625
6.045e-06,0.150234,0.00592812
6.046e-06,0.146172,0.00560625
6.047e-06,0.150234,0.00736875
6.048e-06,0.146172,0.00624687
6.049e-06,0.146172,0.00480937
6.050e-06,0.150234,0.00256875
6.051e-06,0.150234,0.00384687
6.052e-06,0.154219,0.00720625
6.053e-06,0.154219,0.00752812
6.054e-06,0.150234,0.00624687
6.055e-06,0.146172,0.00272812
6.056e-06,0.150234,0.0028875
6.057e-06,0.142188,0.00560625
6.058e-06,0.150234,0.00624687
6.059e-06,0.146172,0.0036875
6.060e-06,0.150234,0.0036875
6.061e-06,0.142188,0.0044875
6.062e-06,0.146172,0.0068875
6.063e-06,0.142188,0.00896562
6.064e-06,0.146172,0.00736875
6.065e-06,0.150234,0.00736875
6.066e-06,0.142188,0.00736875
6.067e-06,0.142188,0.00192812
6.068e-06,0.150234,0.00304687
6.069e-06,0.142188,0.00304687
6.070e-06,0.142188,0.00560625
6.071e-06,0.142188,0.00672812
6.072e-06,0.138203,0.00400937
6.073e-06,0.142188,0.00704687
6.074e-06,0.150234,0.00560625
6.075e-06,0.142188,0.0060875
6.076e-06,0.138203,0.00272812
6.077e-06,0.150234,0.00192812
6.078e-06,0.138203,0.00400937
6.079e-06,0.138203,0.0060875
6.080e-06,0.138203,0.00432812
6.081e-06,0.138203,0.00752812
6.082e-06,0.130234,0.010725
6.083e-06,0.150234,0.00784687
6.084e-06,0.142188,0.00752812
6.085e-06,0.138203,0.00544687
6.086e-06,0.142188,0.00320937
6.087e-06,0.142188,0.00656875
6.088e-06,0.138203,0.00576875
6.089e-06,0.142188,0.00624687
6.090e-06,0.146172,0.00832812
6.091e-06,0.146172,0.00784687
6.092e-06,0.138203,0.00640625
6.093e-06,0.146172,0.00880625
6.094e-06,0.138203,0.0104062
6.095e-06,0.130234,0.00672812
6.096e-06,0.130234,0.00496875
6.097e-06,0.134219,0.00416875
6.098e-06,0.138203,0.00720625
6.099e-06,0.130234,0.00480937
6.100e-06,0.130234,0.00512812
6.101e-06,0.134219,0.0076875
6.102e-06,0.126172,0.00880625
6.103e-06,0.134219,0.0076875
6.104e-06,0.130234,0.0068875
6.105e-06,0.134219,0.00320937
6.106e-06,0.130234,0.00240937
6.107e-06,0.130234,0.0036875
6.108e-06,0.126172,0.00640625
6.109e-06,0.130234,0.00656875
6.110e-06,0.130234,0.0036875
6.111e-06,0.134219,0.00816562
6.112e-06,0.130234,0.00496875
6.113e-06,0.122188,0.0052875
6.114e-06,0.122188,0.00816562
6.115e-06,0.130234,0.0020875
6.116e-06,0.130234,0.00304687
6.117e-06,0.134219,0.00576875
6.118e-06,0.126172,0.00800625
6.119e-06,0.134219,0.00672812
6.120e-06,0.130234,0.00512812
6.121e-06,0.126172,0.00496875
6.122e-06,0.134219,0.00896562
6.123e-06,0.122188,0.00624687
6.124e-06,0.122188,0.00672812
6.125e-06,0.122188,0.0052875
6.126e-06,0.134219,0.0028875
6.127e-06,0.126172,0.0052875
6.128e-06,0.130234,0.00656875
6.129e-06,0.126172,0.00304687
6.130e-06,0.134219,0.0076875
6.131e-06,0.126172,0.00912812
6.132e-06,0.130234,0.0076875
6.133e-06,0.126172,0.0076875
6.134e-06,0.126172,0.00464687
6.135e-06,0.126172,0.00352812
6.136e-06,0.130234,0.00464687
6.137e-06,0.110234,0.00672812
6.138e-06,0.126172,0.00896562
6.139e-06,0.122188,0.00656875
6.140e-06,0.126172,0.00496875
6.141e-06,0.122188,0.00816562
6.142e-06,0.118203,0.00800625
6.143e-06,0.126172,0.00704687
6.144e-06,0.118203,0.00512812
6.145e-06,0.114219,0.00560625
6.146e-06,0.118203,0.00832812
6.147e-06,0.122188,0.00704687
6.148e-06,0.114219,0.00464687
6.149e-06,0.130234,0.00640625
6.150e-06,0.122188,0.00800625
6.151e-06,0.122188,0.00960625
6.152e-06,0.114219,0.00416875
6.153e-06,0.122188,0.00432812
6.154e-06,0.118203,0.00512812
6.155e-06,0.118203,0.00352812
6.156e-06,0.110234,0.00576875
6.157e-06,0.110234,0.00145
6.158e-06,0.10625,0.00640625
6.159e-06,0.110234,0.00640625
6.160e-06,0.122188,0.00512812
6.161e-06,0.122188,0.00432812
6.162e-06,0.114219,0.00672812
6.163e-06,0.122188,0.00832812
6.164e-06,0.114219,0.00672812
6.165e-06,0.118203,0.00496875
6.166e-06,0.114219,0.00096875
6.167e-06,0.114219,0.0044875
6.168e-06,0.126172,0.00800625
6.169e-06,0.126172,0.0044875
6.170e-06,0.122188,0.00640625
6.171e-06,0.110234,0.00672812
6.172e-06,0.114219,0.00720625
6.173e-06,0.110234,0.00800625
6.174e-06,0.114219,0.00464687
6.175e-06,0.122188,0.0036875
6.176e-06,0.110234,0.00432812
6.177e-06,0.114219,0.00432812
6.178e-06,0.114219,0.00832812
6.179e-06,0.114219,0.00640625
6.180e-06,0.110234,0.00656875
6.181e-06,0.114219,0.0060875
6.182e-06,0.114219,0.0092875
6.183e-06,0.10625,0.00880625
6.184e-06,0.10625,0.00672812
6.185e-06,0.102187,0.0060875
6.186e-06,0.114219,0.00864687
6.187e-06,0.114219,0.00704687
6.188e-06,0.110234,0.00640625
6.189e-06,0.10625,0.00496875
6.190e-06,0.114219,0.00784687
6.191e-06,0.10625,0.0102469
6.192e-06,0.102187,0.00784687
6.193e-06,0.102187,0.00560625
6.194e-06,0.110234,0.00752812
6.195e-06,0.114219,0.00592812
6.196e-06,0.110234,0.00784687
6.197e-06,0.102187,0.00864687
6.198e-06,0.110234,0.00480937
6.199e-06,0.0982031,0.00736875
6.200e-06,0.110234,0.00816562
6.201e-06,0.10625,0.00720625
6.202e-06,0.0982031,0.00672812
6.203e-06,0.10625,0.00864687
6.204e-06,0.10625,0.00672812
6.205e-06,0.102187,0.00720625
6.206e-06,0.114219,0.00912812
6.207e-06,0.10625,0.00544687
6.208e-06,0.110234,0.00640625
6.209e-06,0.102187,0.0076875
6.210e-06,0.10625,0.00480937
6.211e-06,0.102187,0.00336875
6.212e-06,0.102187,0.00640625
6.213e-06,0.0982031,0.00864687
6.214e-06,0.0982031,0.0092875
6.215e-06,0.0902344,0.00672812
6.216e-06,0.102187,0.0076875
6.217e-06,0.102187,0.00656875
6.218e-06,0.10625,0.00480937
6.219e-06,0.102187,0.00480937
6.220e-06,0.10625,0.00432812
6.221e-06,0.10625,0.00656875
6.222e-06,0.110234,0.00880625
6.223e-06,0.110234,0.00336875
6.224e-06,0.0942188,0.00656875
6.225e-06,0.102187,0.00544687
6.226e-06,0.0982031,0.00720625
6.227e-06,0.0902344,0.00704687
6.228e-06,0.0982031,0.0028875
6.229e-06,0.102187,0.00352812
6.230e-06,0.0902344,0.00576875
6.231e-06,0.08625,0.00416875
6.232e-06,0.0982031,0.00784687
6.233e-06,0.102187,0.0100875
6.234e-06,0.0982031,0.00864687
6.235e-06,0.0902344,0.00864687
6.236e-06,0.0942188,0.0100875
6.237e-06,0.0902344,0.0084875
6.238e-06,0.0902344,0.00720625
6.239e-06,0.102187,0.00480937
6.240e-06,0.0902344,0.00480937
6.241e-06,0.0902344,0.00480937
6.242e-06,0.0902344,0.00560625
6.243e-06,0.0942188,0.0084875
6.244e-06,0.0902344,0.00976562
6.245e-06,0.0982031,0.00816562
6.246e-06,0.0902344,0.0084875
6.247e-06,0.0902344,0.00656875
6.248e-06,0.0942188,0.00720625
6.249e-06,0.0942188,0.00560625
6.250e-06,0.102187,0.00384687
6.251e-06,0.08625,0.00576875
6.252e-06,0.0982031,0.00544687
6.253e-06,0.0821875,0.0092875
6.254e-06,0.0942188,0.00864687
6.255e-06,0.102187,0.00384687
6.256e-06,0.08625,0.00576875
6.257e-06,0.0942188,0.00624687
6.258e-06,0.0902344,0.00544687
6.259e-06,0.0942188,0.00704687
6.260e-06,0.0942188,0.00496875
6.261e-06,0.08625,0.00320937
6.262e-06,0.0942188,0.00352812
6.263e-06,0.0902344,0.00640625
6.264e-06,0.0942188,0.00704687
6.265e-06,0.0902344,0.00736875
6.266e-06,0.0902344,0.00480937
6.267e-06,0.0942188,0.00576875
6.268e-06,0.0902344,0.00512812
6.269e-06,0.0821875,0.0076875
6.270e-06,0.08625,0.00065
6.271e-06,0.0902344,0.00432812
6.272e-06,0.0982031,0.0060875
6.273e-06,0.0902344,0.0084875
6.274e-06,0.0821875,0.00720625
6.275e-06,0.0902344,0.00864687
6.276e-06,0.0942188,0.0068875
6.277e-06,0.0902344,0.0052875
6.278e-06,0.0942188,0.00480937
6.279e-06,0.0902344,0.00272812
6.280e-06,0.08625,0.00480937
6.281e-06,0.08625,0.00656875
6.282e-06,0.0902344,0.00400937
6.283e-06,0.08625,0.00736875
6.284e-06,0.0902344,0.00816562
6.285e-06,0.0902344,0.0060875
6.286e-06,0.0902344,0.00704687
6.287e-06,0.0821875,0.0052875
6.288e-06,0.08625,0.0052875
6.289e-06,0.08625,0.00432812
6.290e-06,0.08625,0.00304687
6.291e-06,0.0902344,0.00272812
6.292e-06,0.0902344,0.00384687
6.293e-06,0.0821875,0.0092875
6.294e-06,0.08625,0.0076875
6.295e-06,0.0782031,0.00752812
6.296e-06,0.0902344,0.0068875
6.297e-06,0.0902344,0.00576875
6.298e-06,0.0821875,0.00640625
6.299e-06,0.0821875,0.00720625
6.300e-06,0.0821875,0.00416875
6.301e-06,0.0902344,0.00512812
6.302e-06,0.0821875,0.00544687
6.303e-06,0.08625,0.00752812
6.304e-06,0.0942188,0.00800625
6.305e-06,0.08625,0.00592812
6.306e-06,0.0821875,0.00496875
6.307e-06,0.08625,0.00736875
6.308e-06,0.08625,0.00496875
6.309e-06,0.08625,0.00544687
6.310e-06,0.0821875,0.00544687
6.311e-06,0.0782031,0.00576875
6.312e-06,0.0821875,0.00656875
6.313e-06,0.0821875,0.00576875
6.314e-06,0.0821875,0.00512812
6.315e-06,0.08625,0.00512812
6.316e-06,0.0782031,0.00432812
6.317e-06,0.0742188,0.00480937
6.318e-06,0.0902344,0.00624687
6.319e-06,0.08625,0.00496875
6.320e-06,0.08625,0.00704687
6.321e-06,0.0782031,0.00624687
6.322e-06,0.08625,0.00752812
6.323e-06,0.0821875,0.00304687
6.324e-06,0.0821875,0.00464687
6.325e-06,0.0782031,0.00416875
6.326e-06,0.08625,0.00384687
6.327e-06,0.0782031,0.00512812
6.328e-06,0.08625,0.00560625
6.329e-06,0.0821875,0.0044875
6.330e-06,0.0821875,0.00352812
6.331e-06,0.0782031,0.00592812
6.332e-06,0.0782031,0.00544687
6.333e-06,0.0821875,0.00592812
6.334e-06,0.0742188,0.00336875
6.335e-06,0.0742188,0.00320937
6.336e-06,0.0742188,0.00480937
6.337e-06,0.0821875,0.00784687
6.338e-06,0.0782031,0.00800625
6.339e-06,0.08625,0.00560625
6.340e-06,0.0782031,0.00576875
6.341e-06,0.0782031,0.00720625
6.342e-06,0.0821875,0.00704687
6.343e-06,0.0821875,0.00544687
6.344e-06,0.08625,0.0036875
6.345e-06,0.08625,0.0060875
6.346e-06,0.0782031,0.0044875
6.347e-06,0.0902344,0.00672812
6.348e-06,0.0742188,0.00784687
6.349e-06,0.0902344,0.00704687
6.350e-06,0.0742188,0.0076875
6.351e-06,0.0782031,0.00832812
6.352e-06,0.0742188,0.00720625
6.353e-06,0.0782031,0.0076875
6.354e-06,0.0821875,0.00512812
6.355e-06,0.0821875,0.00480937
6.356e-06,0.0782031,0.00512812
6.357e-06,0.0702344,0.00464687
6.358e-06,0.0821875,0.00512812
6.359e-06,0.0742188,0.00704687
6.360e-06,0.0742188,0.00512812
6.361e-06,0.0742188,0.00656875
6.362e-06,0.0821875,0.0076875
6.363e-06,0.0782031,0.00496875
6.364e-06,0.0702344,0.00544687
6.365e-06,0.0742188,0.0044875
6.366e-06,0.06625,0.0092875
6.367e-06,0.0742188,0.00736875
6.368e-06,0.0742188,0.00432812
6.369e-06,0.0621875,0.00592812
6.370e-06,0.0702344,0.0052875
6.371e-06,0.0742188,0.00672812
6.372e-06,0.06625,0.00944687
6.373e-06,0.0742188,0.00720625
6.374e-06,0.0742188,0.0052875
6.375e-06,0.0821875,0.00112812
6.376e-06,0.0742188,0.00432812
6.377e-06,0.0702344,0.00480937
6.378e-06,0.0742188,0.00736875
6.379e-06,0.0702344,0.00880625
6.380e-06,0.06625,0.00864687
6.381e-06,0.0742188,0.00896562
6.382e-06,0.0702344,0.00400937
6.383e-06,0.0742188,0.00176875
6.384e-06,0.0742188,0.0012875
6.385e-06,0.06625,0.00384687
6.386e-06,0.0702344,0.00544687
6.387e-06,0.0782031,0.0102469
6.388e-06,0.0702344,0.00896562
6.389e-06,0.0782031,0.00752812
6.390e-06,0.0702344,0.00496875
6.391e-06,0.0742188,0.00016875
6.392e-06,0.06625,-0.00095
6.393e-06,0.0702344,0.00352812
6.394e-06,0.06625,0.00640625
6.395e-06,0.0702344,0.0068875
6.396e-06,0.0782031,0.00816562
6.397e-06,0.0702344,0.00624687
6.398e-06,0.0782031,0.00176875
6.399e-06,0.0742188,0.00304687
6.400e-06,0.0702344,0.00544687
6.401e-06,0.0702344,0.00816562
6.402e-06,0.0742188,0.0104062
6.403e-06,0.06625,0.00576875
6.404e-06,0.0742188,0.00416875
6.405e-06,0.0821875,0.00704687
6.406e-06,0.0742188,0.00496875
6.407e-06,0.06625,0.00512812
6.408e-06,0.0742188,0.0060875
6.409e-06,0.0702344,0.00864687
6.410e-06,0.0782031,0.0108875
6.411e-06,0.0702344,0.0104062
6.412e-06,0.0782031,0.00752812
6.413e-06,0.0742188,0.0044875
6.414e-06,0.06625,0.00336875
6.415e-06,0.0621875,0.00336875
6.416e-06,0.0742188,0.00336875
6.417e-06,0.06625,0.00640625
6.418e-06,0.0702344,0.00912812
6.419e-06,0.06625,0.0076875
6.420e-06,0.0742188,0.00800625
6.421e-06,0.06625,0.0076875
6.422e-06,0.06625,0.00736875
6.423e-06,0.06625,0.00624687
6.424e-06,0.0702344,0.00800625
6.425e-06,0.0782031,0.00576875
6.426e-06,0.0742188,0.0060875
6.427e-06,0.06625,0.00416875
6.428e-06,0.06625,0.00384687
6.429e-06,0.0582031,0.00736875
6.430e-06,0.0582031,0.00880625
6.431e-06,0.0582031,0.0092875
6.432e-06,0.0582031,0.00576875
6.433e-06,0.06625,0.00784687
6.434e-06,0.0742188,0.00784687
6.435e-06,0.06625,0.00624687
6.436e-06,0.0702344,0.0028875
6.437e-06,0.0621875,0.00560625
6.438e-06,0.0702344,0.00480937
6.439e-06,0.0582031,0.00784687
6.440e-06,0.0621875,0.00736875
6.441e-06,0.0702344,0.00672812
6.442e-06,0.0542187,0.00560625
6.443e-06,0.06625,0.00720625
6.444e-06,0.0582031,0.0076875
6.445e-06,0.06625,0.0044875
6.446e-06,0.0621875,0.0052875
6.447e-06,0.0542187,0.00560625
6.448e-06,0.0621875,0.0076875
6.449e-06,0.0542187,0.0104062
6.450e-06,0.0621875,0.00864687
6.451e-06,0.0502344,0.00496875
6.452e-06,0.0621875,0.0052875
6.453e-06,0.0582031,0.00816562
6.454e-06,0.06625,0.0052875
6.455e-06,0.0621875,0.00432812
6.456e-06,0.06625,0.00672812
6.457e-06,0.0621875,0.00560625
6.458e-06,0.06625,0.0105656
6.459e-06,0.06625,0.0052875
6.460e-06,0.06625,0.00320937
6.461e-06,0.0621875,0.0044875
6.462e-06,0.0582031,0.0012875
6.463e-06,0.0621875,0.00816562
6.464e-06,0.0582031,0.0044875
6.465e-06,0.0621875,0.0084875
6.466e-06,0.06625,0.00672812
6.467e-06,0.0582031,0.00720625
6.468e-06,0.0542187,0.0060875
6.469e-06,0.0742188,0.00720625
6.470e-06,0.0542187,0.00400937
6.471e-06,0.0702344,0.00176875
6.472e-06,0.0621875,0.00464687
6.473e-06,0.06625,0.0036875
6.474e-06,0.0582031,0.00640625
6.475e-06,0.06625,0.0044875
6.476e-06,0.06625,0.00896562
6.477e-06,0.0702344,0.00832812
6.478e-06,0.0702344,0.00784687
6.479e-06,0.0582031,0.00704687
6.480e-06,0.06625,0.00544687
6.481e-06,0.0502344,0.0060875
6.482e-06,0.0582031,0.00384687
6.483e-06,0.0621875,0.00640625
6.484e-06,0.06625,0.00864687
6.485e-06,0.0702344,0.0060875
6.486e-06,0.06625,0.00576875
6.487e-06,0.0582031,0.00800625
6.488e-06,0.06625,0.00736875
6.489e-06,0.0502344,0.0052875
6.490e-06,0.0542187,0.00272812
6.491e-06,0.0582031,0.00192812
6.492e-06,0.0621875,0.00336875
6.493e-06,0.0621875,0.00784687
6.494e-06,0.0542187,0.00704687
6.495e-06,0.0542187,0.00672812
6.496e-06,0.0621875,0.00464687
6.497e-06,0.0542187,0.00784687
6.498e-06,0.0621875,0.0104062
6.499e-06,0.0582031,0.00256875
6.500e-06,0.0621875,0.00416875
6.501e-06,0.0542187,0.0036875
6.502e-06,0.0542187,0.00464687
6.503e-06,0.0502344,0.00432812
6.504e-06,0.0582031,0.00864687
6.505e-06,0.0621875,0.00640625
6.506e-06,0.0582031,0.00352812
6.507e-06,0.0542187,0.00704687
6.508e-06,0.04625,0.00672812
6.509e-06,0.0542187,0.0068875
6.510e-06,0.0502344,0.00752812
6.511e-06,0.06625,0.0052875
6.512e-06,0.0502344,0.00464687
6.513e-06,0.0582031,0.00464687
6.514e-06,0.0542187,0.00576875
6.515e-06,0.0502344,0.00736875
6.516e-06,0.0542187,0.00672812
6.517e-06,0.0542187,0.00496875
6.518e-06,0.0621875,0.00592812
6.519e-06,0.0502344,0.0052875
6.520e-06,0.0502344,0.00512812
6.521e-06,0.0582031,0.00320937
6.522e-06,0.0542187,0.00304687
6.523e-06,0.0542187,0.00512812
6.524e-06,0.04625,0.0060875
6.525e-06,0.0542187,0.0044875
6.526e-06,0.0502344,0.00432812
6.527e-06,0.0542187,0.00624687
6.528e-06,0.0542187,0.0060875
6.529e-06,0.0582031,0.00576875
6.530e-06,0.04625,0.00464687
6.531e-06,0.0542187,0.0044875
6.532e-06,0.0502344,0.00704687
6.533e-06,0.0542187,0.00880625
6.534e-06,0.0502344,0.00480937
6.535e-06,0.0582031,0.00464687
6.536e-06,0.0542187,0.00672812
6.537e-06,0.0621875,0.0068875
6.538e-06,0.0582031,0.00656875
6.539e-06,0.0502344,0.0052875
6.540e-06,0.0542187,0.00096875
6.541e-06,0.04625,0.00400937
6.542e-06,0.04625,0.00544687
6.543e-06,0.0502344,0.00640625
6.544e-06,0.0502344,0.0092875
6.545e-06,0.0582031,0.00816562
6.546e-06,0.0582031,0.00640625
6.547e-06,0.0621875,0.00432812
6.548e-06,0.0582031,0.00432812
6.549e-06,0.0502344,0.00480937
6.550e-06,0.0582031,0.00816562
6.551e-06,0.0502344,0.00736875
6.552e-06,0.0502344,0.00912812
6.553e-06,0.0582031,0.00800625
6.554e-06,0.0502344,0.0084875
6.555e-06,0.0502344,0.00816562
6.556e-06,0.0542187,0.00400937
6.557e-06,0.0502344,0.0076875
6.558e-06,0.0422656,0.0076875
6.559e-06,0.0502344,0.00576875
6.560e-06,0.0422656,0.00560625
6.561e-06,0.0542187,0.00496875
6.562e-06,0.0422656,0.00992812
6.563e-06,0.0502344,0.0084875
6.564e-06,0.0502344,0.00656875
6.565e-06,0.0502344,0.00752812
6.566e-06,0.0502344,0.00400937
6.567e-06,0.0502344,0.0028875
6.568e-06,0.0502344,0.0036875
6.569e-06,0.0502344,0.00496875
6.570e-06,0.0542187,0.0084875
6.571e-06,0.0542187,0.00752812
6.572e-06,0.0542187,0.00384687
6.573e-06,0.0502344,0.00400937
6.574e-06,0.0502344,0.0044875
6.575e-06,0.0502344,0.0060875
6.576e-06,0.0542187,0.00640625
6.577e-06,0.0542187,0.00432812
6.578e-06,0.0422656,0.00416875
6.579e-06,0.0502344,0.00624687
6.580e-06,0.0502344,0.00592812
6.581e-06,0.04625,0.00512812
6.582e-06,0.04625,0.0052875
6.583e-06,0.04625,0.00864687
6.584e-06,0.0502344,0.00880625
6.585e-06,0.0422656,0.00544687
6.586e-06,0.04625,0.00432812
6.587e-06,0.04625,0.00432812
6.588e-06,0.0422656,0.00896562
6.589e-06,0.0502344,0.00640625
6.590e-06,0.0422656,0.00784687
6.591e-06,0.0422656,0.0076875
6.592e-06,0.04625,0.00864687
6.593e-06,0.0422656,0.0084875
6.594e-06,0.04625,0.00864687
6.595e-06,0.0502344,0.00512812
6.596e-06,0.0382031,0.00416875
6.597e-06,0.04625,0.00496875
6.598e-06,0.04625,0.00880625
6.599e-06,0.0502344,0.00752812
6.600e-06,0.0502344,0.00656875
6.601e-06,0.04625,0.00720625
6.602e-06,0.0502344,0.0052875
6.603e-06,0.0502344,0.00496875
6.604e-06,0.0502344,0.00576875
6.605e-06,0.0422656,0.0060875
6.606e-06,0.04625,0.00384687
6.607e-06,0.0422656,0.00640625
6.608e-06,0.0422656,0.00736875
6.609e-06,0.0502344,0.00576875
6.610e-06,0.04625,0.00384687
6.611e-06,0.0382031,0.00400937
6.612e-06,0.04625,0.00544687
6.613e-06,0.0422656,0.00832812
6.614e-06,0.0382031,0.00576875
6.615e-06,0.04625,0.0084875
6.616e-06,0.0422656,0.00576875
6.617e-06,0.0502344,0.00992812
6.618e-06,0.04625,0.0100875
6.619e-06,0.0502344,0.00752812
6.620e-06,0.0422656,0.00560625
6.621e-06,0.0342187,0.00656875
6.622e-06,0.0502344,0.00336875
6.623e-06,0.0382031,0.00672812
6.624e-06,0.04625,0.00496875
6.625e-06,0.0422656,0.00624687
6.626e-06,0.0382031,0.00560625
6.627e-06,0.04625,0.00512812
6.628e-06,0.0502344,0.0068875
6.629e-06,0.0502344,0.00704687
6.630e-06,0.0382031,0.00352812
6.631e-06,0.04625,0.0044875
6.632e-06,0.0422656,0.00145
6.633e-06,0.04625,0.00736875
6.634e-06,0.04625,0.00736875
6.635e-06,0.0502344,0.0076875
6.636e-06,0.0422656,0.0044875
6.637e-06,0.0422656,0.0052875
6.638e-06,0.0422656,0.0060875
6.639e-06,0.04625,0.00656875
6.640e-06,0.0382031,0.00432812
6.641e-06,0.0422656,0.00752812
6.642e-06,0.0342187,0.00752812
6.643e-06,0.0382031,0.00544687
6.644e-06,0.0422656,0.00672812
6.645e-06,0.0422656,0.00656875
6.646e-06,0.0382031,0.00592812
6.647e-06,0.0422656,0.0068875
6.648e-06,0.0422656,0.00592812
6.649e-06,0.0502344,0.00176875
6.650e-06,0.0382031,0.00656875
6.651e-06,0.04625,0.0105656
6.652e-06,0.0422656,0.00832812
6.653e-06,0.0342187,0.00624687
6.654e-06,0.0382031,0.00352812
6.655e-06,0.0382031,0.00416875
6.656e-06,0.04625,0.0076875
6.657e-06,0.0382031,0.0076875
6.658e-06,0.0422656,0.00416875
6.659e-06,0.0382031,0.00640625
6.660e-06,0.0422656,0.0076875
6.661e-06,0.0382031,0.00496875
6.662e-06,0.04625,-0.00063125
6.663e-06,0.0422656,0.0012875
6.664e-06,0.0342187,0.0060875
6.665e-06,0.04625,0.0124875
6.666e-06,0.0382031,0.0102469
6.667e-06,0.04625,0.00256875
6.668e-06,0.04625,0.00176875
6.669e-06,0.0422656,0.0044875
6.670e-06,0.0342187,0.00432812
6.671e-06,0.0382031,0.0036875
6.672e-06,0.0422656,0.00256875
6.673e-06,0.04625,0.00832812
6.674e-06,0.0422656,0.0129656
6.675e-06,0.0342187,0.00944687
6.676e-06,0.0342187,0.00096875
6.677e-06,0.0382031,0.00065
6.678e-06,0.02625,0.00560625
6.679e-06,0.0422656,0.00656875
6.680e-06,0.0422656,0.00496875
6.681e-06,0.0422656,0.00496875
6.682e-06,0.0342187,0.00640625
6.683e-06,0.0382031,0.00592812
6.684e-06,0.0422656,0.00976562
6.685e-06,0.0382031,0.00864687
6.686e-06,0.0382031,0.00480937
6.687e-06,0.0382031,0.0060875
6.688e-06,0.0342187,0.00752812
6.689e-06,0.0342187,0.00720625
6.690e-06,0.0342187,0.00256875
6.691e-06,0.0342187,0.00464687
6.692e-06,0.04625,0.00576875
6.693e-06,0.0382031,0.0120062
6.694e-06,0.0302344,0.00784687
6.695e-06,0.0342187,0.0068875
6.696e-06,0.0382031,0.00400937
6.697e-06,0.0382031,0.00640625
6.698e-06,0.0342187,0.00240937
6.699e-06,0.04625,0.00304687
6.700e-06,0.0382031,0.00320937
6.701e-06,0.0342187,0.00416875
6.702e-06,0.0422656,0.00656875
6.703e-06,0.0342187,0.00480937
6.704e-06,0.0382031,0.0060875
6.705e-06,0.0422656,0.00656875
6.706e-06,0.0382031,0.00864687
6.707e-06,0.0382031,0.00784687
6.708e-06,0.0382031,0.00640625
6.709e-06,0.0382031,0.00640625
6.710e-06,0.0342187,0.00576875
6.711e-06,0.0422656,0.00672812
6.712e-06,0.0342187,0.0036875
6.713e-06,0.0382031,0.00832812
6.714e-06,0.0342187,0.0104062
6.715e-06,0.0342187,0.00896562
6.716e-06,0.0382031,0.00960625
6.717e-06,0.0382031,0.00256875
6.718e-06,0.0422656,0.00736875
6.719e-06,0.0382031,0.00672812
6.720e-06,0.0302344,0.00496875
6.721e-06,0.0382031,0.0052875
6.722e-06,0.0342187,0.00784687
6.723e-06,0.0302344,0.00880625
6.724e-06,0.0302344,0.00832812
6.725e-06,0.0342187,0.0060875
6.726e-06,0.0342187,0.00560625
6.727e-06,0.0342187,0.00752812
6.728e-06,0.0342187,0.00720625
6.729e-06,0.0382031,0.00592812
6.730e-06,0.0342187,0.00752812
6.731e-06,0.0302344,0.0084875
6.732e-06,0.0302344,0.0084875
6.733e-06,0.0382031,0.0060875
6.734e-06,0.0302344,0.00784687
6.735e-06,0.0342187,0.00656875
6.736e-06,0.0382031,0.00416875
6.737e-06,0.0342187,0.00720625
6.738e-06,0.0302344,0.0028875
6.739e-06,0.0342187,0.00240937
6.740e-06,0.0382031,0.0044875
6.741e-06,0.0382031,0.00320937
6.742e-06,0.0382031,0.00432812
6.743e-06,0.04625,0.00736875
6.744e-06,0.0342187,0.0105656
6.745e-06,0.0302344,0.00960625
6.746e-06,0.0302344,0.0060875
6.747e-06,0.0422656,0.00512812
6.748e-06,0.0302344,0.00800625
6.749e-06,0.0302344,0.0036875
6.750e-06,0.0302344,0.00496875
6.751e-06,0.0302344,0.00656875
6.752e-06,0.0302344,0.00624687
6.753e-06,0.0382031,0.0092875
6.754e-06,0.0302344,0.00752812
6.755e-06,0.0302344,0.00544687
6.756e-06,0.0382031,0.00544687
6.757e-06,0.0302344,0.00704687
6.758e-06,0.0302344,0.00800625
6.759e-06,0.0342187,0.0102469
6.760e-06,0.0342187,0.0060875
6.761e-06,0.0382031,0.00624687
6.762e-06,0.0342187,0.00720625
6.763e-06,0.0302344,0.00992812
6.764e-06,0.0382031,0.00880625
6.765e-06,0.0342187,0.00560625
6.766e-06,0.0342187,0.0060875
6.767e-06,0.0342187,0.0060875
6.768e-06,0.0182031,0.00864687
6.769e-06,0.0422656,0.00880625
6.770e-06,0.0342187,0.00672812
6.771e-06,0.0302344,0.0044875
6.772e-06,0.0302344,0.00656875
6.773e-06,0.0382031,0.00704687
6.774e-06,0.0422656,0.00864687
6.775e-06,0.0342187,0.00464687
6.776e-06,0.0382031,0.00544687
6.777e-06,0.0342187,0.0036875
6.778e-06,0.0302344,0.00560625
6.779e-06,0.0342187,0.00496875
6.780e-06,0.0382031,0.00336875
6.781e-06,0.0302344,0.00656875
6.782e-06,0.0342187,0.00896562
6.783e-06,0.0382031,0.00736875
6.784e-06,0.0302344,0.00496875
6.785e-06,0.0302344,0.00672812
6.786e-06,0.0422656,0.00464687
6.787e-06,0.0302344,0.00736875
